publisher,textbook_version,book_slug,unit,unit_title,lesson,lemma,stressed_lemma,part_of_speech,definition_zh,gender,aspect,aspect_pair,example,example_zh,audio_url,source
pep,人教版俄语教材,pep-ru-junior-g7-full,0,预备单元,0,читать,чита́ть,verb,读,,imperfective,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,0,预备单元,0,что,что,pronoun,什么,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,0,预备单元,0,шкаф,шкаф,noun,柜子,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,0,预备单元,0,школа,шко́ла,noun,学校,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,0,预备单元,0,экскурсия,экску́рсия,noun,参观,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,0,预备单元,0,этаж,эта́ж,noun,楼层,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,0,预备单元,0,я,я,pronoun,我,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,1,а,а,conjunction,而；可是,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,1,дом,дом,noun,房子；家,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,1,дома,дома́,adverb,在家里,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,1,мама,ма́ма,noun,妈妈,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,1,он,он,pronoun,他,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,1,папа,па́па,noun,爸爸,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,1,там,там,adverb,在那里,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,1,тут,тут,adverb,在这里,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,бумага,бума́га,noun,纸,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,в,в,preposition,在……里；到……里,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,да,да,particle,是，是的,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,до свидания,до свида́ния,particle,再见,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,дом,дом,noun,房子,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,и,и,conjunction,和,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,кино,ки́но,noun,电影院；电影,neuter,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,книга,кни́га,noun,书,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,когда,когда́,adverb,什么时候,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,комната,ко́мната,noun,房间,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,кто,кто,pronoun,谁,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,мы,мы,pronoun,我们,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,нога,нога́,noun,腿；脚,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,окно,о́кно,noun,窗户,neuter,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,она,она́,pronoun,她,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,они,они́,pronoun,他们,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,оно,оно́,pronoun,它,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,погода,пого́да,noun,天气,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,тихо,ти́хо,adverb,小声地；宁静地,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,тот,тот,pronoun,那，那个,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,ты,ты,pronoun,你,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,это,э́то,pronoun,这是,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,1,第 1 单元,2,этот,э́тот,pronoun,这个,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,брат,брат,noun,兄弟,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,вино,вино́,noun,酒，葡萄酒,neuter,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,внук,внук,noun,孙子,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,вода,вода́,noun,水,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,гора,гора́,noun,山,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,доктор,до́ктор,noun,大夫；博士,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,игра,и́гра,noun,玩耍，游戏；比赛,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,карта,ка́рта,noun,地图,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,картина,карти́на,noun,画；电影,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,климат,кли́мат,noun,气候,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,лампа,ла́мпа,noun,灯,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,лифт,лифт,noun,电梯,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,луна,луна́,noun,月亮,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,молоко,молоко́,noun,牛奶,neuter,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,парк,парк,noun,公园,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,парта,па́рта,noun,课桌,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,пол,пол,noun,地板,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,рука,рука́,noun,手；臂,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,рыба,ры́ба,noun,鱼,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,тигр,тигр,noun,老虎,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,торт,торт,noun,蛋糕,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,урок,у́рок,noun,课,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,утро,у́тро,noun,早晨,neuter,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,фрукты,фру́кты,noun,水果,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,3,футбол,футбо́л,noun,足球（运动）,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,большой,большо́й,adjective,大的,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,вот,вот,particle,这就是（近处）,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,вы,вы,pronoun,你们；您,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,где,где,adverb,在哪里,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,дерево,де́рево,noun,树,neuter,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,ёлка,ёлка,noun,新年枞树；云杉,feminine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,зелёный,зелёный,adjective,绿色的,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,или,и́ли,conjunction,或者，还是,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,какой,како́й,pronoun,怎样的，哪一个,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,красивый,краси́вый,adjective,美丽的，漂亮的,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,красный,кра́сный,adjective,红色的,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,маленький,ма́ленький,adjective,小的,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,новый,но́вый,adjective,新的,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,плохой,плохо́й,adjective,不好的，坏的,,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,самовар,самова́р,noun,俄式茶炊,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,словарь,слова́рь,noun,词典,masculine,,,,,,人教版七年级俄语全一册教材
pep,人教版俄语教材,pep-ru-junior-g7-full,2,第 2 单元,4,там,там,adverb,在那里（远处）,,,,,,,人教版七年级俄语全一册教材
